"DATA","APERTURA","MASSIMO","MINIMO","CHIUSURA","VAR % CLOSE","VOLUME"
"07/05/14","21.462,90","21.492,89","21.236,27","21.240,74","-1,31","799266590"
"08/05/14","21.367,71","21.734,97","21.351,08","21.729,64","2,30","801007599"
"09/05/14","21.696,64","21.732,20","21.318,88","21.390,11","-1,56","643289991"
"12/05/14","21.479,73","21.726,93","21.422,80","21.493,67","0,48","731691467"
"13/05/14","21.594,17","21.608,92","21.216,67","21.255,99","-1,11","799565263"
"14/05/14","21.276,08","21.317,75","21.083,24","21.184,60","-0,34","670168708"
"15/05/14","21.205,65","21.361,65","20.394,51","20.419,62","-3,61","1293371605"
"16/05/14","20.517,12","20.698,16","20.308,69","20.648,59","1,12","1043144140"
"19/05/14","20.398,84","20.474,56","19.932,81","20.318,46","-1,60","640904838"
"20/05/14","20.299,10","20.470,45","20.237,71","20.379,85","0,30","574256966"
"21/05/14","20.288,72","20.633,07","20.189,81","20.597,51","1,07","656681079"
"22/05/14","20.625,96","20.674,98","20.242,87","20.372,68","-1,09","647574938"
"23/05/14","20.373,27","20.756,32","20.291,92","20.745,96","1,83","592787575"
"26/05/14","21.131,62","21.493,87","21.129,71","21.493,87","3,61","758613367"
"27/05/14","21.409,48","21.631,69","21.341,26","21.403,55","-0,42","649695522"
"28/05/14","21.457,68","21.607,56","21.396,51","21.586,01","0,85","680990580"
"29/05/14","21.571,39","21.633,72","21.429,93","21.511,35","-0,35","398223385"
"30/05/14","21.497,80","21.700,38","21.483,67","21.629,71","0,55","583753232"
"02/06/14","21.750,27","21.796,17","21.596,22","21.796,17","0,77","520256049"
"03/06/14","21.770,31","21.813,39","21.608,33","21.656,65","-0,64","556388622"
"04/06/14","21.634,40","21.677,21","21.425,90","21.622,77","-0,16","536231007"
"05/06/14","21.647,46","22.149,89","21.619,07","21.951,07","1,52","992159476"
"06/06/14","22.015,39","22.290,08","21.907,02","22.290,08","1,54","1003154487"
"09/06/14","22.355,40","22.472,12","22.256,42","22.472,12","0,82","658781315"
"10/06/14","22.452,43","22.590,18","22.400,03","22.502,97","0,14","575691691"
"11/06/14","22.463,24","22.490,74","22.206,09","22.223,77","-1,24","726631891"
"12/06/14","22.256,76","22.346,97","22.094,93","22.163,49","-0,27","617286531"
"13/06/14","22.147,54","22.225,56","21.915,26","22.165,97","0,01","586869338"
"16/06/14","22.068,99","22.182,14","21.915,11","21.976,26","-0,86","563297628"
"17/06/14","22.029,94","22.159,87","21.876,68","21.996,40","0,09","612942037"
"18/06/14","22.027,98","22.119,60","21.958,77","22.030,34","0,15","530989112"
"19/06/14","22.216,37","22.316,51","22.145,13","22.216,63","0,85","690743912"
"20/06/14","22.285,08","22.293,20","21.988,08","21.988,08","-1,03","881173651"
"23/06/14","21.932,96","21.981,83","21.646,70","21.694,75","-1,33","555516184"
"24/06/14","21.724,77","21.744,14","21.544,88","21.641,24","-0,25","576992260"
"25/06/14","21.547,74","21.723,53","21.382,10","21.469,10","-0,80","965087195"
"26/06/14","21.538,14","21.598,50","21.244,91","21.384,54","-0,39","696366477"
"27/06/14","21.424,63","21.528,08","21.256,97","21.319,76","-0,30","489572164"
"30/06/14","21.359,50","21.449,25","21.130,22","21.283,03","-0,17","682903195"
"01/07/14","21.345,44","21.606,87","21.268,27","21.563,43","1,32","724885344"
"02/07/14","21.557,12","21.765,58","21.493,62","21.678,58","0,53","604590965"
"03/07/14","21.709,91","21.896,15","21.627,24","21.884,60","0,95","585334968"
"04/07/14","21.869,35","21.870,72","21.559,19","21.559,19","-1,49","576486420"
"07/07/14","21.528,98","21.611,98","21.273,22","21.273,22","-1,33","412600530"
"08/07/14","21.281,37","21.348,78","20.700,53","20.700,53","-2,69","804083188"
"09/07/14","20.793,68","20.945,53","20.747,65","20.885,36","0,89","637768879"
"10/07/14","20.877,29","20.877,36","20.283,38","20.488,75","-1,90","981114062"
"11/07/14","20.541,52","20.833,93","20.459,09","20.614,86","0,62","675209090"
"14/07/14","20.724,12","20.829,89","20.504,43","20.697,54","0,40","606953278"
"15/07/14","20.633,29","20.714,02","20.351,69","20.422,95","-1,33","677965305"
"16/07/14","20.528,09","21.069,97","20.504,15","21.069,97","3,17","795508746"
"17/07/14","20.960,79","20.971,05","20.603,29","20.603,29","-2,21","730119990"
"18/07/14","20.494,66","20.737,12","20.448,99","20.737,12","0,65","546081308"
"21/07/14","20.751,70","20.761,01","20.391,52","20.431,20","-1,48","487102348"
"22/07/14","20.561,37","20.885,50","20.521,38","20.873,50","2,16","474513282"
"23/07/14","20.772,88","20.988,97","20.707,59","20.831,26","-0,20","483243776"
"24/07/14","20.855,66","21.255,60","20.694,35","21.255,60","2,04","678948610"
"25/07/14","21.191,57","21.348,11","21.021,73","21.063,31","-0,90","582850362"
"28/07/14","21.162,27","21.236,58","20.831,80","20.939,08","-0,59","419786342"
"29/07/14","21.015,45","21.224,07","20.879,22","21.085,12","0,70","434648684"
"30/07/14","21.064,21","21.152,04","20.870,12","20.887,53","-0,94","465880244"
"31/07/14","20.928,62","20.977,32","20.480,36","20.570,80","-1,52","696747573"
"01/08/14","20.547,94","20.671,38","20.272,24","20.362,41","-1,01","698766600"
"04/08/14","20.506,17","20.553,61","20.324,21","20.381,39","0,09","464522273"
"05/08/14","20.465,07","20.511,75","19.984,88","20.052,20","-1,62","836145611"
"06/08/14","19.877,13","20.003,93","19.376,93","19.509,84","-2,70","984984200"
"07/08/14","19.491,85","19.685,45","19.064,25","19.130,65","-1,94","958931397"
"08/08/14","18.917,06","19.434,96","18.885,58","19.193,48","0,33","1007990350"
"11/08/14","19.412,61","19.499,13","19.228,45","19.460,67","1,39","558450839"
"12/08/14","19.411,85","19.648,63","19.335,90","19.416,26","-0,23","578525591"
"13/08/14","19.529,23","19.602,85","19.457,68","19.537,26","0,62","472725017"
"14/08/14","19.426,28","19.665,45","19.264,46","19.480,96","-0,29","568820381"
"18/08/14","19.586,62","19.834,20","19.560,59","19.639,90","0,82","500628541"
"19/08/14","19.689,60","19.707,52","19.528,31","19.644,37","0,02","426880887"
"20/08/14","19.592,68","19.683,68","19.527,33","19.605,97","-0,20","339703763"
"21/08/14","19.621,68","20.011,17","19.574,53","20.010,51","2,06","543154083"
"22/08/14","19.945,32","20.035,77","19.804,36","19.917,98","-0,46","460538158"
"25/08/14","20.116,11","20.375,39","20.019,57","20.375,39","2,30","445146236"
"26/08/14","20.342,25","20.645,54","20.289,21","20.645,54","1,33","564835067"
"27/08/14","20.627,64","20.777,06","20.577,50","20.763,14","0,57","641018506"
"28/08/14","20.672,58","20.748,62","20.313,62","20.341,09","-2,03","744529730"
"29/08/14","20.403,28","20.570,83","20.240,36","20.450,49","0,54","431525325"
"01/09/14","20.515,46","20.536,25","20.267,30","20.345,85","-0,51","359726647"
"02/09/14","20.404,01","20.616,37","20.398,04","20.446,28","0,49","409462992"
"03/09/14","20.550,78","20.885,41","20.528,11","20.831,96","1,89","671766961"
"04/09/14","20.745,27","21.435,64","20.685,25","21.419,39","2,82","1129566497"
"05/09/14","21.372,76","21.460,92","21.305,35","21.395,13","-0,11","755509360"
"08/09/14","21.421,92","21.481,89","21.247,69","21.294,34","-0,47","501638497"
"09/09/14","21.279,92","21.391,28","21.122,87","21.149,80","-0,68","640493676"
"10/09/14","21.115,51","21.233,04","20.967,59","21.140,64","-0,04","542206977"
"11/09/14","21.234,21","21.238,26","20.939,41","21.092,24","-0,23","537162633"
"12/09/14","21.117,58","21.145,88","20.968,49","21.071,12","-0,10","446690925"
"15/09/14","20.978,07","21.002,32","20.802,27","20.851,72","-1,04","464694843"
"16/09/14","20.847,73","20.864,73","20.613,38","20.788,50","-0,30","586715028"
"17/09/14","20.875,51","21.131,65","20.858,40","21.111,66","1,55","624818438"
"18/09/14","21.122,70","21.280,30","21.058,46","21.128,72","0,08","687314029"
"19/09/14","21.357,14","21.375,16","20.972,35","20.972,35","-0,74","979180992"
"22/09/14","20.812,88","20.992,28","20.629,69","20.673,00","-1,43","539509637"
"23/09/14","20.644,62","20.646,34","20.346,93","20.351,03","-1,56","604655622"
"24/09/14","20.372,21","20.691,04","20.245,54","20.691,04","1,67","646544821"
"25/09/14","20.679,96","20.869,57","20.326,28","20.411,49","-1,35","991822114"
"26/09/14","20.408,17","20.830,73","20.373,07","20.795,37","1,88","646521263"
"29/09/14","20.822,55","20.858,31","20.384,42","20.526,11","-1,29","537156936"
"30/09/14","20.604,79","20.911,40","20.522,13","20.892,11","1,78","658808483"
"01/10/14","20.801,75","20.940,27","20.643,30","20.706,31","-0,89","600059500"
"02/10/14","20.679,19","20.715,84","19.894,88","19.894,88","-3,92","1019840219"
"03/10/14","20.032,26","20.214,79","19.977,22","20.200,62","1,54","559184343"
"06/10/14","20.312,21","20.389,49","20.114,01","20.119,73","-0,40","502088362"
"07/10/14","20.063,83","20.132,36","19.771,71","19.771,71","-1,73","631079231"
"08/10/14","19.732,23","19.869,09","19.564,15","19.645,49","-0,64","682539744"
"09/10/14","19.889,93","19.889,93","19.328,47","19.382,49","-1,34","876571077"
"10/10/14","19.219,54","19.428,54","19.019,82","19.200,97","-0,94","856241833"
"13/10/14","19.054,91","19.421,98","19.041,27","19.139,08","-0,32","672656430"
"14/10/14","19.068,27","19.213,64","18.756,66","19.155,85","0,09","891438898"
"15/10/14","19.114,68","19.169,58","18.304,99","18.304,99","-4,44","1135948596"
"16/10/14","18.440,84","18.576,16","17.555,77","18.083,11","-1,21","1782052796"
"17/10/14","18.147,41","18.722,09","17.996,89","18.700,98","3,42","1212041538"
"20/10/14","18.687,51","18.881,91","18.414,40","18.540,10","-0,86","812542010"
"21/10/14","18.456,31","19.057,72","18.440,98","19.057,72","2,79","968024367"
"22/10/14","19.093,46","19.267,99","18.902,33","19.266,25","1,09","791208388"
"23/10/14","19.139,18","19.490,41","19.037,25","19.434,98","0,88","787013956"
"24/10/14","19.385,74","19.534,77","19.273,37","19.495,68","0,31","933370334"
"27/10/14","19.770,28","19.773,57","18.915,61","19.028,67","-2,40","1260113089"
"28/10/14","19.189,25","19.482,19","19.151,10","19.476,62","2,35","751458356"
"29/10/14","19.470,16","19.561,17","19.134,43","19.157,41","-1,64","893521051"
"30/10/14","19.330,70","19.400,41","18.701,19","19.194,61","0,19","1162043470"
"31/10/14","19.557,70","19.783,99","19.304,85","19.783,99","3,07","1293141460"
"03/11/14","19.760,84","19.832,26","19.342,99","19.369,03","-2,10","999312732"
"04/11/14","19.433,47","19.601,74","18.902,51","18.934,63","-2,24","943074331"
"05/11/14","19.095,24","19.449,11","18.962,93","19.427,85","2,60","849096084"
"06/11/14","19.333,43","19.771,93","19.120,22","19.285,76","-0,73","1104139913"
"07/11/14","19.393,57","19.404,67","18.914,88","19.095,32","-0,99","850453403"
"10/11/14","19.070,25","19.271,95","18.987,60","19.258,54","0,85","666463410"
"11/11/14","19.284,20","19.552,27","19.144,75","19.255,47","-0,02","912807372"
"12/11/14","19.165,32","19.215,21","18.654,59","18.702,24","-2,87","996501975"
"13/11/14","18.809,19","18.889,36","18.444,58","18.782,55","0,43","863418817"
"14/11/14","18.821,69","19.009,02","18.662,69","18.965,41","0,97","756120147"
"17/11/14","18.776,81","19.291,85","18.733,43","19.216,74","1,33","769475510"
"18/11/14","19.223,91","19.437,38","19.214,89","19.352,95","0,71","682459193"
"19/11/14","19.334,71","19.554,92","19.280,89","19.379,92","0,14","647787906"
"20/11/14","19.402,99","19.417,70","19.036,34","19.209,22","-0,88","674974601"
"21/11/14","19.258,03","19.954,51","19.233,74","19.954,51","3,88","1013700562"
"24/11/14","19.931,48","20.126,97","19.802,35","19.925,82","-0,14","815126943"
"25/11/14","19.906,01","20.195,00","19.860,98","20.009,83","0,42","754197141"
"26/11/14","20.104,11","20.131,82","19.894,57","19.938,42","-0,36","556809024"
"27/11/14","19.977,14","20.112,69","19.905,66","20.100,53","0,81","502491637"
"28/11/14","20.108,79","20.114,56","19.889,17","20.014,82","-0,43","624516401"
"01/12/14","19.858,68","19.972,96","19.641,15","19.686,45","-1,64","695856273"
"02/12/14","19.788,88","19.930,56","19.604,17","19.780,58","0,48","611218085"
"03/12/14","19.832,22","20.063,23","19.750,08","19.978,32","1,00","591524727"
"04/12/14","20.017,25","20.076,58","19.424,38","19.424,38","-2,77","982008452"
"05/12/14","19.625,33","20.087,23","19.588,42","20.087,23","3,41","973918363"
"08/12/14","19.939,63","20.142,18","19.929,52","19.951,15","-0,68","545959920"
"09/12/14","19.702,53","19.839,25","19.370,47","19.390,00","-2,81","890558297"
"10/12/14","19.464,71","19.599,39","19.144,17","19.217,69","-0,89","797092986"
"11/12/14","19.176,30","19.385,04","19.052,22","19.201,07","-0,09","831552541"
"12/12/14","19.019,03","19.133,52","18.600,83","18.600,83","-3,13","738685844"
"15/12/14","18.659,84","18.804,44","18.075,23","18.078,97","-2,81","883302486"
"16/12/14","18.182,04","18.670,05","17.729,07","18.670,05","3,27","1380135844"
"17/12/14","18.436,52","18.645,44","18.256,68","18.569,03","-0,54","777165138"
"18/12/14","18.912,00","19.060,99","18.768,17","19.060,99","2,65","855458735"
"19/12/14","19.170,51","19.175,30","18.695,78","18.983,83","-0,40","1028083307"
"22/12/14","19.086,00","19.243,29","18.965,02","19.074,04","0,48","525585768"
"23/12/14","19.088,16","19.352,13","19.011,24","19.352,13","1,46","492277980"
"29/12/14","19.326,30","19.351,63","18.766,42","19.130,02","-1,15","538396639"
"30/12/14","19.001,60","19.183,36","18.993,91","19.011,96","-0,62","358437797"
"02/01/15","19.156,72","19.246,76","18.919,65","19.130,26","0,62","513824820"
"05/01/15","18.961,03","19.190,24","18.188,44","18.188,44","-4,92","836167101"
"06/01/15","18.298,26","18.523,74","18.041,32","18.143,26","-0,25","703936168"
"07/01/15","18.226,43","18.478,11","17.991,76","18.123,45","-0,11","752623765"
"08/01/15","18.393,00","18.857,66","18.247,95","18.791,83","3,69","940258887"
"09/01/15","18.684,58","18.849,20","18.052,81","18.177,09","-3,27","915115291"
"12/01/15","18.310,17","18.429,68","18.031,76","18.349,15","0,95","619599994"
"13/01/15","18.251,29","18.790,39","18.229,34","18.708,93","1,96","721968516"
"14/01/15","18.451,36","18.849,02","18.400,66","18.410,68","-1,59","817257109"
"15/01/15","18.646,93","18.970,97","18.066,31","18.844,52","2,36","989430627"
"16/01/15","18.763,42","19.254,54","18.731,50","19.254,54","2,18","841152826"
"19/01/15","19.255,25","19.609,08","19.149,35","19.480,53","1,17","1014935096"
"20/01/15","19.545,68","19.729,23","19.481,78","19.658,66","0,91","1035645730"
"21/01/15","19.724,05","19.981,41","19.449,93","19.981,41","1,64","1228247705"
"22/01/15","20.021,25","20.556,29","20.012,41","20.469,74","2,44","1346308171"
"23/01/15","20.594,37","20.676,70","20.389,24","20.519,75","0,24","1310252637"
"26/01/15","20.348,83","20.756,72","20.238,95","20.756,72","1,15","813582637"
"27/01/15","20.714,78","20.778,39","20.454,82","20.645,82","-0,53","765292856"
"28/01/15","20.759,47","20.802,73","20.422,92","20.478,44","-0,81","826932257"
"29/01/15","20.413,93","20.645,51","20.231,29","20.593,72","0,56","947109916"
"30/01/15","20.679,50","20.723,22","20.411,02","20.503,38","-0,44","1064393319"
"02/02/15","20.596,35","20.605,18","20.286,43","20.485,69","-0,09","907509879"
"03/02/15","20.626,97","21.011,55","20.602,55","21.011,55","2,57","1031859243"
"04/02/15","21.005,73","21.072,42","20.848,98","20.941,73","-0,33","968854371"
"05/02/15","20.731,47","20.859,19","20.621,43","20.819,05","-0,59","833797501"
"06/02/15","20.824,70","20.892,52","20.703,95","20.760,74","-0,28","732350398"
"09/02/15","20.534,11","20.604,90","20.246,54","20.366,64","-1,90","850941372"
"10/02/15","20.417,94","20.798,19","20.330,09","20.725,63","1,76","847661124"
"11/02/15","20.785,80","20.794,60","20.518,44","20.565,76","-0,77","822211601"
"12/02/15","20.543,72","21.060,71","20.496,59","21.002,91","2,13","1187801316"
"13/02/15","21.106,98","21.287,81","21.088,43","21.204,07","0,96","1090416739"
"16/02/15","21.145,22","21.280,73","21.079,37","21.165,84","-0,18","694200103"
"17/02/15","21.070,15","21.328,25","20.890,41","21.266,25","0,47","871598309"
"18/02/15","21.495,77","21.659,33","21.453,38","21.659,33","1,85","892160445"
"19/02/15","21.620,19","21.801,61","21.531,91","21.789,98","0,60","980711040"
"20/02/15","21.628,07","21.852,62","21.609,64","21.842,57","0,24","1042778521"
"23/02/15","22.040,61","22.083,47","21.862,77","21.964,29","0,56","1099464521"
"24/02/15","21.969,49","22.167,17","21.775,59","22.149,75","0,84","863080166"
"25/02/15","22.109,47","22.133,32","21.853,07","21.937,24","-0,96","677284220"
"26/02/15","21.934,63","22.172,62","21.910,34","22.165,13","1,04","837347850"
"27/02/15","22.175,65","22.338,82","22.098,43","22.337,79","0,78","796900698"
"02/03/15","22.381,46","22.514,89","22.184,06","22.297,60","-0,18","782600340"
"03/03/15","22.365,80","22.410,97","21.942,47","21.987,18","-1,39","929974837"
"04/03/15","22.087,24","22.131,08","21.860,52","22.131,08","0,65","802357580"
"05/03/15","22.230,03","22.444,44","22.124,02","22.400,08","1,22","815535392"
"06/03/15","22.449,49","22.575,40","22.370,82","22.436,13","0,16","866343936"
"09/03/15","22.345,20","22.567,89","22.250,32","22.564,35","0,57","777099388"
"10/03/15","22.594,30","22.631,37","22.280,21","22.345,77","-0,97","747407631"
"11/03/15","22.409,40","22.860,68","22.408,78","22.833,04","2,18","1027004979"
"12/03/15","22.828,24","22.893,10","22.772,87","22.809,01","-0,11","784113578"
"13/03/15","22.907,37","22.924,80","22.579,89","22.713,59","-0,42","796226497"
"16/03/15","22.784,96","23.008,89","22.756,57","22.930,92","0,96","903094726"
"17/03/15","22.961,06","22.987,55","22.603,55","22.723,06","-0,91","768815382"
"18/03/15","22.790,94","22.818,55","22.397,86","22.565,19","-0,69","855474117"
"19/03/15","22.656,76","22.915,49","22.644,88","22.805,17","1,06","891698709"
"20/03/15","22.904,69","23.203,57","22.767,55","23.176,68","1,63","1052640776"
"23/03/15","23.177,59","23.196,95","23.014,12","23.057,12","-0,52","594331198"
"24/03/15","23.022,31","23.381,86","22.977,90","23.333,20","1,20","829349946"
"25/03/15","23.256,77","23.366,50","23.128,58","23.145,10","-0,81","713448410"
"26/03/15","22.993,40","23.062,98","22.659,62","22.900,27","-1,06","823242794"
"27/03/15","23.022,20","23.048,06","22.745,48","22.984,23","0,37","593582310"
"30/03/15","23.015,51","23.263,12","23.003,69","23.260,57","1,20","569577660"
"31/03/15","23.232,63","23.336,94","23.006,22","23.157,12","-0,44","632272553"
"01/04/15","23.092,49","23.447,36","23.072,13","23.358,99","0,87","774250088"
"02/04/15","23.407,38","23.453,85","23.289,91","23.308,53","-0,22","493681106"
"07/04/15","23.502,00","23.736,45","23.477,02","23.706,34","1,71","653785225"
"08/04/15","23.709,74","23.785,74","23.538,81","23.578,70","-0,54","614622196"
"09/04/15","23.653,15","23.803,90","23.624,07","23.803,90","0,96","515396970"
"10/04/15","23.878,85","23.917,76","23.773,20","23.877,25","0,31","533456055"
"13/04/15","23.907,76","24.047,58","23.897,24","24.008,91","0,55","575408975"
"14/04/15","23.974,58","24.024,23","23.642,91","23.752,91","-1,07","690367680"
"15/04/15","23.804,71","24.081,74","23.787,77","24.030,54","1,17","596340941"
"16/04/15","24.035,53","24.063,21","23.584,53","23.610,81","-1,75","743027231"
"17/04/15","23.577,16","23.780,19","23.010,93","23.044,08","-2,40","952204400"
"20/04/15","23.090,93","23.332,98","23.027,14","23.332,98","1,25","674924243"
"21/04/15","23.433,64","23.525,31","22.969,60","23.240,26","-0,40","738015223"
"22/04/15","23.321,05","23.427,31","23.125,01","23.315,40","0,32","636590667"
"23/04/15","23.332,47","23.380,89","22.966,31","23.199,43","-0,50","618149936"
"24/04/15","23.356,40","23.574,12","23.213,14","23.427,35","0,98","716662212"
"27/04/15","23.449,13","23.812,07","23.154,64","23.806,27","1,62","724022369"
"28/04/15","23.793,60","23.859,90","23.487,13","23.532,09","-1,15","638359042"
"29/04/15","23.653,94","23.695,24","22.995,63","22.995,63","-2,28","802013827"
"30/04/15","22.963,92","23.180,43","22.725,83","23.045,52","0,22","756231198"
"04/05/15","23.082,15","23.365,16","22.859,79","23.217,17","0,74","498679370"
"05/05/15","23.144,70","23.350,34","22.576,35","22.576,35","-2,76","900166975"
"06/05/15","22.609,88","22.840,27","22.472,50","22.659,85","0,37","809621769"
"07/05/15","22.514,60","22.854,19","22.296,58","22.841,92","0,80","817352952"
"08/05/15","23.032,05","23.312,43","22.921,32","23.312,43","2,06","784800150"
"11/05/15","23.312,57","23.367,78","23.124,27","23.321,86","0,04","730410596"
"12/05/15","23.181,83","23.269,97","22.942,36","23.104,87","-0,93","1064976869"
"13/05/15","23.170,53","23.401,44","23.123,49","23.210,97","0,46","949266059"
"14/05/15","23.207,45","23.548,59","23.030,75","23.548,59","1,45","757932396"
"15/05/15","23.615,27","23.741,11","23.433,29","23.473,46","-0,32","841371302"
"18/05/15","23.217,23","23.364,67","23.002,36","23.198,10","-1,17","514944315"
"19/05/15","23.350,11","23.713,26","23.331,35","23.713,26","2,22","638296481"
"20/05/15","23.668,82","23.772,80","23.578,14","23.772,61","0,25","527306087"
"21/05/15","23.719,78","23.757,06","23.584,52","23.739,69","-0,14","522155823"
"22/05/15","23.701,39","23.815,50","23.686,30","23.781,78","0,18","422642375"
"25/05/15","23.623,24","23.631,02","23.278,09","23.285,11","-2,09","282081437"
"26/05/15","23.328,63","23.505,52","23.178,67","23.326,95","0,18","607141993"
"27/05/15","23.443,27","23.879,84","23.419,71","23.861,07","2,29","730956998"
"28/05/15","23.761,96","23.866,19","23.626,70","23.744,13","-0,49","518810927"
"29/05/15","23.789,29","23.821,33","23.495,68","23.495,68","-1,05","714198786"
"01/06/15","23.582,62","23.704,72","23.379,45","23.435,67","-0,26","521807073"
"02/06/15","23.520,63","23.717,70","23.264,64","23.576,16","0,60","663402306"
"03/06/15","23.589,64","23.796,94","23.473,44","23.608,83","0,14","708320734"
"04/06/15","23.480,15","23.564,36","23.217,09","23.336,50","-1,15","689823248"
"05/06/15","23.104,55","23.250,63","22.805,03","22.847,34","-2,10","650604875"
"08/06/15","22.858,07","22.959,41","22.642,29","22.642,29","-0,90","413176164"
"09/06/15","22.621,71","22.758,27","22.303,96","22.527,46","-0,51","518304393"
"10/06/15","22.508,55","23.155,72","22.416,36","23.091,49","2,50","601779679"
"11/06/15","23.017,97","23.436,02","23.001,82","23.172,34","0,35","702045749"
"12/06/15","23.157,17","23.303,81","22.678,54","22.877,81","-1,27","603902737"
"15/06/15","22.595,98","22.656,31","22.287,89","22.328,03","-2,40","657117216"
"16/06/15","22.191,31","22.446,28","21.986,65","22.383,48","0,25","751702224"
"17/06/15","22.408,84","22.565,64","22.210,93","22.225,06","-0,71","707353799"
"18/06/15","22.224,11","22.460,02","21.855,05","22.460,02","1,06","858550684"
"19/06/15","22.412,14","22.750,06","22.349,68","22.699,37","1,07","841453689"
"22/06/15","23.115,33","23.485,95","22.987,33","23.485,95","3,47","907632205"
"23/06/15","23.607,87","23.731,87","23.520,57","23.567,25","0,35","781029578"
"24/06/15","23.636,07","23.704,80","23.240,56","23.443,07","-0,53","702782243"
"25/06/15","23.280,79","23.815,59","23.280,79","23.642,62","0,85","906956116"
"26/06/15","23.517,64","23.849,64","23.405,14","23.800,47","0,67","640429765"
"29/06/15","23.337,32","23.400,38","22.569,95","22.569,95","-5,17","1035442009"
"30/06/15","22.456,29","22.862,19","22.337,79","22.460,71","-0,48","877310082"
"01/07/15","22.623,40","23.127,42","22.568,26","22.943,64","2,15","776487251"
"02/07/15","22.961,14","23.049,70","22.616,50","22.616,50","-1,43","539642682"
"03/07/15","22.611,14","22.709,01","22.332,75","22.508,13","-0,48","454833816"
"06/07/15","21.874,02","22.065,93","21.600,72","21.600,72","-4,03","1037980825"
"07/07/15","21.732,67","21.858,91","20.958,48","20.958,48","-2,97","867282492"
"08/07/15","21.038,03","21.557,39","20.937,34","21.512,39","2,64","859815872"
"09/07/15","21.570,81","22.337,12","21.519,28","22.268,51","3,51","743353654"
"10/07/15","22.626,33","22.948,77","22.554,77","22.937,40","3,00","881660427"
"13/07/15","23.099,65","23.340,11","22.870,66","23.167,04","1,00","817438602"
"14/07/15","23.126,81","23.140,10","22.886,25","23.097,51","-0,30","483530512"
"15/07/15","23.140,94","23.392,75","23.113,22","23.392,75","1,28","586184308"
"16/07/15","23.516,66","23.784,54","23.484,83","23.783,14","1,67","752372937"
"17/07/15","23.852,24","23.875,64","23.690,76","23.765,41","-0,07","493593106"
"20/07/15","23.798,84","24.157,39","23.797,80","24.031,19","1,12","584308742"
"21/07/15","24.071,63","24.121,03","23.699,94","23.712,90","-1,32","514914037"
"22/07/15","23.585,94","23.802,60","23.536,15","23.681,11","-0,13","447917630"
"23/07/15","23.824,72","23.885,52","23.610,43","23.633,05","-0,20","451802105"
"24/07/15","23.599,78","23.813,85","23.491,59","23.507,70","-0,53","453809711"
"27/07/15","23.387,02","23.396,65","22.809,30","22.809,30","-2,97","662087307"
"28/07/15","22.979,54","23.328,02","22.951,01","23.328,02","2,27","526925989"
"29/07/15","23.424,86","23.469,40","23.035,24","23.248,90","-0,34","632696076"
"30/07/15","23.380,85","23.479,83","23.191,18","23.396,09","0,63","680674166"
"31/07/15","23.459,38","23.538,03","23.293,35","23.538,03","0,61","561612310"
"03/08/15","23.553,15","23.748,68","23.478,05","23.714,38","0,75","490358343"
"04/08/15","23.657,52","23.662,05","23.341,76","23.473,25","-1,02","508549455"
"05/08/15","23.579,64","23.917,64","23.555,21","23.911,81","1,87","639877907"
"06/08/15","23.852,49","23.970,56","23.804,98","23.811,09","-0,42","660928286"
"07/08/15","23.807,22","23.866,98","23.705,00","23.705,00","-0,45","693321170"
"10/08/15","23.705,00","23.992,48","23.659,78","23.966,44","1,10","396689662"
"11/08/15","23.916,25","23.979,61","23.698,49","23.698,49","-1,12","419915274"
"12/08/15","23.530,52","23.533,01","22.923,11","22.997,55","-2,96","670240817"
"13/08/15","23.347,39","23.545,82","23.255,67","23.356,01","1,56","523544558"
"14/08/15","23.371,35","23.524,73","23.175,01","23.248,52","-0,46","365056213"
"17/08/15","23.367,64","23.465,37","23.103,65","23.407,99","0,69","334844269"
"18/08/15","23.334,75","23.495,41","23.259,17","23.389,72","-0,08","338008593"
"19/08/15","23.209,96","23.338,80","22.975,32","22.975,32","-1,77","470917591"
"20/08/15","22.836,57","23.011,01","22.352,15","22.378,65","-2,60","623008146"
"21/08/15","22.002,39","22.379,62","21.746,17","21.746,17","-2,83","717676300"
"24/08/15","20.992,90","21.349,59","20.158,22","20.450,43","-5,96","1221261123"
"25/08/15","20.864,96","21.664,32","20.632,97","21.649,69","5,86","1021890216"
"26/08/15","21.323,81","21.801,61","21.151,43","21.473,81","-0,81","646690603"
"27/08/15","21.943,04","22.263,44","21.768,24","22.201,24","3,39","680205152"
"28/08/15","22.248,57","22.276,16","21.846,12","21.993,74","-0,93","457898167"
"31/08/15","22.003,46","22.112,24","21.775,98","21.941,92","-0,24","435510678"
"01/09/15","21.734,67","21.854,59","21.343,88","21.451,37","-2,24","614631783"
"02/09/15","21.566,39","21.827,59","21.429,98","21.612,00","0,75","541765197"
"03/09/15","21.743,95","22.291,71","21.690,20","22.177,37","2,62","658233736"
"04/09/15","21.920,62","21.955,09","21.424,04","21.472,68","-3,18","723779556"
"07/09/15","21.680,44","21.754,59","21.501,54","21.622,34","0,70","321243187"
"08/09/15","21.718,97","22.124,99","21.710,72","21.941,31","1,48","513761595"
"09/09/15","22.397,93","22.448,77","22.126,57","22.126,57","0,84","637016564"
"10/09/15","21.944,66","22.121,02","21.806,95","21.901,45","-1,02","582527195"
