"DATA","APERTURA","MASSIMO","MINIMO","CHIUSURA","VAR % CLOSE","VOLUME"
"01/02/12","15.842,99","16.310,19","15.832,45","16.264,55","2,76","1241866729"
"02/02/12","16.344,43","16.382,67","16.129,04","16.276,50","0,07","1158577832"
"03/02/12","16.252,40","16.476,66","16.169,92","16.439,62","1,00","1359243738"
"06/02/12","16.376,78","16.456,35","16.244,65","16.389,82","-0,30","932675150"
"07/02/12","16.441,61","16.544,52","16.236,73","16.491,71","0,62","851371423"
"08/02/12","16.602,74","16.838,40","16.602,74","16.669,22","1,08","1208216718"
"09/02/12","16.793,19","16.848,25","16.554,82","16.653,83","-0,09","1076157280"
"10/02/12","16.542,63","16.666,56","16.345,77","16.361,04","-1,76","794148758"
"13/02/12","16.548,29","16.619,22","16.333,73","16.369,28","0,05","586462996"
"14/02/12","16.379,43","16.532,45","16.317,43","16.445,91","0,47","662149965"
"15/02/12","16.591,18","16.757,85","16.437,34","16.513,21","0,41","872839052"
"16/02/12","16.355,82","16.372,16","16.178,61","16.369,66","-0,87","907195197"
"17/02/12","16.511,53","16.645,73","16.425,62","16.547,21","1,08","838597120"
"20/02/12","16.665,05","16.768,10","16.623,60","16.724,22","1,07","636934179"
"21/02/12","16.778,50","16.790,10","16.545,74","16.710,86","-0,08","912087450"
"22/02/12","16.723,04","16.763,89","16.549,40","16.557,62","-0,92","894904102"
"23/02/12","16.536,25","16.655,38","16.238,85","16.312,30","-1,48","891830093"
"24/02/12","16.401,80","16.510,80","16.317,42","16.487,53","1,07","781892367"
"27/02/12","16.382,99","16.391,83","16.143,14","16.308,60","-1,09","829744053"
"28/02/12","16.370,78","16.455,72","16.164,63","16.345,30","0,23","857327630"
"29/02/12","16.401,84","16.599,63","16.327,69","16.351,41","0,04","1093505989"
"01/03/12","16.327,33","16.830,60","16.259,59","16.830,60","2,93","1216297376"
"02/03/12","16.887,86","16.985,78","16.792,20","16.902,51","0,43","985461385"
"05/03/12","16.855,77","16.915,17","16.619,66","16.787,15","-0,68","667892761"
"06/03/12","16.707,29","16.716,73","16.218,06","16.218,06","-3,39","810319404"
"07/03/12","16.186,78","16.434,91","16.168,96","16.398,89","1,11","875945746"
"08/03/12","16.571,48","16.667,55","16.391,60","16.664,25","1,62","1111057901"
"09/03/12","16.704,07","16.720,85","16.431,75","16.479,20","-1,11","947188339"
"12/03/12","16.419,99","16.601,28","16.353,75","16.457,19","-0,13","932655756"
"13/03/12","16.581,72","16.815,99","16.562,03","16.799,01","2,08","926049175"
"14/03/12","16.898,49","17.052,51","16.799,46","16.850,32","0,31","1054789322"
"15/03/12","16.867,42","16.993,31","16.765,21","16.993,31","0,85","867035539"
"16/03/12","17.027,59","17.096,88","16.892,18","17.081,69","0,52","1145550936"
"19/03/12","17.068,32","17.158,65","16.964,42","17.133,42","0,30","750817698"
"20/03/12","17.085,27","17.113,28","16.903,41","16.953,62","-1,05","630502829"
"21/03/12","16.985,94","17.059,98","16.617,71","16.734,75","-1,29","755147499"
