DATA,APERTURA,MASSIMO,MINIMO,CHIUSURA,VAR % CLOSE,VOLUME
16/03/20,"8.728,50","8.967,10","8.255,65","8.742,25","-5,31",302202377
17/03/20,"9.141,15","9.145,95","8.423,55","8.939,10","2,25",220092579
18/03/20,"8.613,35","8.670,40","8.400,20","8.441,70","-5,56",207558917
19/03/20,"8.495,95","8.668,50","8.257,55","8.610,45","2,00",205539347
20/03/20,"9.080,50","9.201,05","8.838,30","8.928,95","3,70",286465961
23/03/20,"8.536,35","9.071,15","8.480,30","8.741,15","-2,10",197208560
24/03/20,"9.242,05","9.700,55","9.102,15","9.700,55","10,98",203840659
25/03/20,"9.987,35","10.137,60","9.460,90","9.874,25","1,79",204692472
26/03/20,"9.621,25","10.000,95","9.526,15","10.000,95","1,28",160450264
27/03/20,"9.793,50","9.886,20","9.541,85","9.632,50","-3,68",156138283
30/03/20,"9.725,90","9.817,50","9.453,80","9.815,95","1,90",131120225
31/03/20,"9.970,80","10.096,40","9.703,90","9.935,85","1,22",151505672
01/04/20,"9.610,65","9.686,45","9.498,05","9.544,75","-3,94",132862244
02/04/20,"9.587,45","9.650,25","9.337,00","9.570,80","0,27",144225805
03/04/20,"9.535,25","9.626,70","9.470,20","9.525,75","-0,47",116245349
06/04/20,"9.889,05","10.097,30","9.841,50","10.075,15","5,77",126692167
07/04/20,"10.464,10","10.590,40","10.225,00","10.356,70","2,79",149513081
08/04/20,"10.301,55","10.340,80","10.198,20","10.332,90","-0,23",102430717
09/04/20,"10.490,65","10.649,80","10.311,70","10.564,75","2,24",134477129
14/04/20,"10.733,95","10.820,15","10.658,95","10.696,55","1,25",106043697
15/04/20,"10.678,20","10.678,20","10.243,10","10.279,75","-3,90",133088517
16/04/20,"10.420,25","10.438,35","10.236,25","10.301,55","0,21",106131503
17/04/20,"10.607,35","10.756,80","10.542,70","10.625,80","3,15",143341445
20/04/20,"10.704,35","10.707,30","10.444,55","10.675,90","0,47",103611138
21/04/20,"10.519,45","10.524,75","10.249,85","10.249,85","-3,99",121194372
22/04/20,"10.370,25","10.425,00","10.321,20","10.415,05","1,61",92389540
23/04/20,"10.437,40","10.608,40","10.325,10","10.513,80","0,95",97907717
24/04/20,"10.299,30","10.486,45","10.299,30","10.336,10","-1,69",120035017
27/04/20,"10.551,05","10.660,35","10.523,10","10.660,00","3,13",122476571
28/04/20,"10.658,45","10.897,80","10.651,60","10.795,65","1,27",146549858
29/04/20,"10.812,75","11.125,35","10.789,50","11.107,75","2,89",145350704
30/04/20,"11.195,20","11.235,55","10.839,30","10.861,65","-2,22",162733353
04/05/20,"10.543,35","10.578,45","10.426,05","10.466,80","-3,64",140425104
05/05/20,"10.627,05","10.736,95","10.518,95","10.729,45","2,51",103766748
06/05/20,"10.716,50","10.773,85","10.598,90","10.606,20","-1,15",94905739
07/05/20,"10.640,75","10.761,85","10.617,25","10.759,25","1,44",102151602
08/05/20,"10.882,45","10.918,30","10.819,05","10.904,50","1,35",81795682
11/05/20,"10.948,25","10.986,20","10.740,80","10.825,00","-0,73",88080850
12/05/20,"10.777,75","10.886,00","10.772,60","10.819,50","-0,05",88857580
13/05/20,"10.670,00","10.698,15","10.530,30","10.542,65","-2,56",108738990
14/05/20,"10.418,05","10.474,10","10.160,90","10.337,00","-1,95",133623603
15/05/20,"10.470,85","10.547,20","10.382,55","10.465,15","1,24",116082595
18/05/20,"10.683,85","11.089,50","10.677,50","11.058,85","5,67",118984931
19/05/20,"11.200,90","11.201,20","10.936,05","11.075,30","0,15",125543398
20/05/20,"11.029,35","11.246,90","10.978,55","11.223,70","1,34",98827181
21/05/20,"11.088,10","11.194,90","11.036,90","11.065,95","-1,41",73570348
22/05/20,"10.896,30","11.138,15","10.867,15","11.073,85","0,07",86150628
25/05/20,"11.186,05","11.391,30","11.118,10","11.391,30","2,87",72133528
26/05/20,"11.489,00","11.544,35","11.429,90","11.504,65","1,00",124580891
27/05/20,"11.530,20","11.747,20","11.519,75","11.657,70","1,33",168966920
