DATA,APERTURA,MASSIMO,MINIMO,CHIUSURA,VAR % CLOSE,VOLUME
06/02/13,"1.511,29","1.512,53","1.504,71","1.512,12","0,05",0
07/02/13,"1.512,12","1.512,90","1.498,49","1.509,39","-0,18",0
08/02/13,"1.509,39","1.518,31","1.509,39","1.517,93","0,57",0
11/02/13,"1.517,93","1.518,31","1.513,61","1.517,01","-0,06",0
12/02/13,"1.517,01","1.522,29","1.515,61","1.519,43","0,16",0
13/02/13,"1.519,43","1.524,69","1.515,93","1.520,33","0,06",0
14/02/13,"1.520,33","1.523,14","1.514,02","1.521,38","0,07",0
15/02/13,"1.521,38","1.524,24","1.514,14","1.519,79","-0,10",0
19/02/13,"1.519,79","1.530,94","1.519,79","1.530,94","0,73",0
20/02/13,"1.530,94","1.530,94","1.511,41","1.511,95","-1,24",0
21/02/13,"1.511,95","1.511,95","1.497,29","1.502,42","-0,63",0
22/02/13,"1.502,42","1.515,64","1.502,42","1.515,60","0,88",0
25/02/13,"1.515,60","1.525,84","1.487,85","1.487,85","-1,83",0
26/02/13,"1.487,85","1.498,99","1.485,01","1.496,94","0,61",0
27/02/13,"1.496,94","1.520,08","1.494,88","1.515,99","1,27",0
28/02/13,"1.515,99","1.525,34","1.514,46","1.514,68","-0,09",0
01/03/13,"1.514,68","1.519,99","1.501,48","1.518,20","0,23",0
04/03/13,"1.518,20","1.525,27","1.512,29","1.525,20","0,46",0
05/03/13,"1.525,20","1.543,47","1.525,20","1.539,79","0,96",0
06/03/13,"1.539,79","1.545,25","1.538,11","1.541,46","0,11",0
07/03/13,"1.541,46","1.545,78","1.541,46","1.544,26","0,18",0
08/03/13,"1.544,26","1.552,48","1.542,94","1.551,18","0,45",0
11/03/13,"1.551,15","1.556,27","1.547,36","1.556,22","0,32",0
12/03/13,"1.556,22","1.556,77","1.548,24","1.552,48","-0,24",0
13/03/13,"1.552,48","1.556,39","1.548,25","1.554,52","0,13",0
14/03/13,"1.554,52","1.563,32","1.554,52","1.563,23","0,56",0
15/03/13,"1.563,21","1.563,62","1.555,74","1.560,70","-0,16",0
18/03/13,"1.560,70","1.560,70","1.545,13","1.552,10","-0,55",0
19/03/13,"1.552,10","1.557,25","1.538,57","1.548,34","-0,24",0
20/03/13,"1.548,34","1.561,56","1.548,34","1.558,71","0,67",0
21/03/13,"1.558,71","1.558,71","1.543,55","1.545,80","-0,83",0
22/03/13,"1.545,90","1.557,74","1.545,90","1.556,89","0,72",0
25/03/13,"1.556,89","1.564,91","1.546,22","1.551,69","-0,33",0
26/03/13,"1.551,69","1.563,95","1.551,69","1.563,77","0,78",0
27/03/13,"1.563,75","1.564,07","1.551,90","1.562,85","-0,06",0
28/03/13,"1.562,86","1.570,28","1.561,08","1.569,19","0,41",0
01/04/13,"1.569,18","1.570,57","1.558,47","1.562,17","-0,45",0
02/04/13,"1.562,17","1.573,66","1.562,17","1.570,25","0,52",0
03/04/13,"1.570,25","1.571,47","1.549,80","1.553,69","-1,05",0
04/04/13,"1.553,69","1.562,60","1.552,52","1.559,98","0,40",0
05/04/13,"1.559,98","1.559,98","1.539,50","1.553,28","-0,43",0
08/04/13,"1.553,26","1.563,07","1.548,63","1.563,07","0,63",0
09/04/13,"1.563,11","1.573,89","1.560,92","1.568,61","0,35",0
10/04/13,"1.568,61","1.589,07","1.568,61","1.587,73","1,22",0
11/04/13,"1.587,73","1.597,35","1.586,17","1.593,37","0,36",0
12/04/13,"1.593,30","1.593,30","1.579,97","1.588,85","-0,28",0
15/04/13,"1.588,84","1.588,84","1.552,28","1.552,36","-2,30",0
16/04/13,"1.552,36","1.575,35","1.552,36","1.574,57","1,43",0
17/04/13,"1.574,57","1.574,57","1.543,69","1.552,01","-1,43",0
18/04/13,"1.552,03","1.554,38","1.536,03","1.541,61","-0,67",0
19/04/13,"1.541,61","1.555,89","1.539,40","1.555,25","0,88",0
22/04/13,"1.555,25","1.565,55","1.548,19","1.562,50","0,47",0
23/04/13,"1.562,50","1.579,58","1.562,50","1.578,78","1,04",0
24/04/13,"1.578,78","1.583,00","1.575,80","1.578,79","0,00",0
25/04/13,"1.578,93","1.592,64","1.578,93","1.585,16","0,40",0
26/04/13,"1.585,16","1.585,78","1.577,56","1.582,24","-0,18",0
29/04/13,"1.582,34","1.596,65","1.582,34","1.593,61","0,72",0
30/04/13,"1.593,58","1.597,57","1.586,50","1.597,57","0,25",0
01/05/13,"1.597,55","1.597,55","1.581,28","1.582,70","-0,93",0
02/05/13,"1.582,77","1.598,60","1.582,77","1.597,59","0,94",0
03/05/13,"1.597,60","1.618,46","1.597,60","1.614,42","1,05",0
06/05/13,"1.614,40","1.619,77","1.614,21","1.617,50","0,19",0
07/05/13,"1.617,55","1.626,03","1.616,64","1.625,96","0,52",0
08/05/13,"1.625,95","1.632,78","1.622,70","1.632,69","0,41",0
09/05/13,"1.632,69","1.635,01","1.623,09","1.626,67","-0,37",0
10/05/13,"1.626,69","1.633,70","1.623,71","1.633,70","0,43",0
13/05/13,"1.632,10","1.636,00","1.626,74","1.633,77","0,00",0
14/05/13,"1.633,75","1.651,10","1.633,75","1.650,34","1,01",0
15/05/13,"1.649,13","1.661,49","1.646,68","1.658,78","0,51",0
16/05/13,"1.658,07","1.660,51","1.648,60","1.650,47","-0,50",0
17/05/13,"1.652,45","1.667,47","1.652,45","1.667,47","1,03",0
20/05/13,"1.665,71","1.672,84","1.663,52","1.666,29","-0,07",0
21/05/13,"1.666,20","1.674,93","1.662,67","1.669,16","0,17",0
22/05/13,"1.669,39","1.687,18","1.648,86","1.655,35","-0,83",0
23/05/13,"1.651,62","1.655,50","1.635,53","1.650,51","-0,29",0
24/05/13,"1.646,67","1.649,78","1.636,88","1.649,60","-0,06",0
28/05/13,"1.652,63","1.674,21","1.652,63","1.660,06","0,63",0
29/05/13,"1.656,57","1.656,57","1.640,05","1.648,36","-0,70",0
30/05/13,"1.649,14","1.661,91","1.648,61","1.654,41","0,37",0
31/05/13,"1.652,13","1.658,99","1.630,74","1.630,74","-1,43",0
03/06/13,"1.631,71","1.640,42","1.622,72","1.640,42","0,59",0
04/06/13,"1.640,73","1.646,53","1.623,62","1.631,38","-0,55",0
05/06/13,"1.629,05","1.629,31","1.607,09","1.608,90","-1,38",0
06/06/13,"1.609,29","1.622,56","1.598,23","1.622,56","0,85",0
07/06/13,"1.625,27","1.644,40","1.625,27","1.643,38","1,28",0
10/06/13,"1.644,67","1.648,69","1.639,26","1.642,81","-0,03",0
11/06/13,"1.638,64","1.640,13","1.622,92","1.626,13","-1,02",0
12/06/13,"1.629,94","1.637,71","1.610,92","1.612,52","-0,84",0
13/06/13,"1.612,15","1.639,25","1.608,07","1.636,36","1,48",0
14/06/13,"1.635,52","1.640,80","1.623,96","1.626,73","-0,59",0
17/06/13,"1.630,64","1.646,50","1.630,34","1.639,04","0,76",0
18/06/13,"1.639,77","1.654,19","1.639,77","1.651,81","0,78",0
19/06/13,"1.651,83","1.652,45","1.628,91","1.628,93","-1,39",0
20/06/13,"1.624,62","1.624,62","1.584,32","1.588,19","-2,50",0
21/06/13,"1.588,62","1.599,19","1.577,70","1.592,43","0,27",0
24/06/13,"1.588,77","1.588,77","1.560,33","1.573,09","-1,21",0
25/06/13,"1.577,52","1.593,79","1.577,09","1.588,03","0,95",0
26/06/13,"1.592,27","1.606,83","1.592,27","1.603,26","0,96",0
27/06/13,"1.606,44","1.620,07","1.606,44","1.613,20","0,62",0
28/06/13,"1.611,12","1.615,94","1.601,06","1.606,28","-0,43",0
01/07/13,"1.609,78","1.626,61","1.609,78","1.614,96","0,54",0
02/07/13,"1.614,29","1.624,26","1.606,77","1.614,08","-0,05",0
03/07/13,"1.611,48","1.618,97","1.604,57","1.615,41","0,08",0
05/07/13,"1.618,65","1.632,07","1.614,71","1.631,89","1,02",0
08/07/13,"1.634,20","1.644,68","1.634,20","1.640,46","0,53",0
09/07/13,"1.642,89","1.654,18","1.642,89","1.652,32","0,72",0
10/07/13,"1.651,56","1.657,92","1.647,66","1.652,62","0,02",0
11/07/13,"1.657,41","1.676,63","1.657,41","1.675,02","1,36",0
12/07/13,"1.675,26","1.680,19","1.672,33","1.680,19","0,31",0
15/07/13,"1.679,59","1.684,51","1.677,89","1.682,50","0,14",0
16/07/13,"1.682,70","1.683,73","1.671,84","1.676,26","-0,37",0
17/07/13,"1.677,91","1.684,75","1.677,91","1.680,91","0,28",0
18/07/13,"1.681,05","1.693,12","1.681,05","1.689,37","0,50",0
19/07/13,"1.686,15","1.692,09","1.684,08","1.692,09","0,16",0
22/07/13,"1.694,41","1.697,61","1.690,67","1.695,53","0,20",0
23/07/13,"1.696,63","1.698,78","1.691,13","1.692,39","-0,19",0
24/07/13,"1.696,06","1.698,38","1.682,57","1.685,94","-0,38",0
25/07/13,"1.685,21","1.690,94","1.680,07","1.690,25","0,26",0
26/07/13,"1.687,31","1.691,85","1.676,03","1.691,65","0,08",0
29/07/13,"1.690,32","1.690,92","1.681,86","1.685,33","-0,37",0
30/07/13,"1.687,92","1.693,19","1.682,42","1.685,96","0,04",0
31/07/13,"1.687,76","1.698,43","1.684,94","1.685,73","-0,01",0
01/08/13,"1.689,42","1.707,85","1.689,42","1.706,87","1,25",0
02/08/13,"1.706,10","1.709,67","1.700,68","1.709,67","0,16",0
05/08/13,"1.708,01","1.709,24","1.703,55","1.707,14","-0,15",0
06/08/13,"1.705,79","1.705,79","1.693,29","1.697,37","-0,57",0
07/08/13,"1.695,30","1.695,30","1.684,91","1.690,91","-0,38",0
08/08/13,"1.693,35","1.700,18","1.688,38","1.697,48","0,39",0
09/08/13,"1.696,10","1.699,42","1.686,02","1.691,42","-0,36",0
12/08/13,"1.688,37","1.691,49","1.683,35","1.689,47","-0,12",0
13/08/13,"1.690,65","1.696,81","1.682,62","1.694,16","0,28",0
14/08/13,"1.693,88","1.695,52","1.684,83","1.685,39","-0,52",0
15/08/13,"1.679,61","1.679,61","1.658,59","1.661,32","-1,43",0
16/08/13,"1.661,22","1.663,60","1.652,61","1.655,83","-0,33",0
19/08/13,"1.655,25","1.659,18","1.645,84","1.646,06","-0,59",0
20/08/13,"1.646,81","1.658,92","1.646,08","1.652,35","0,38",0
21/08/13,"1.650,66","1.656,99","1.639,43","1.642,80","-0,58",0
22/08/13,"1.645,03","1.659,55","1.645,03","1.656,96","0,86",0
23/08/13,"1.659,92","1.664,85","1.654,81","1.663,50","0,39",0
26/08/13,"1.664,29","1.669,51","1.656,02","1.656,78","-0,40",0
27/08/13,"1.652,54","1.652,54","1.629,05","1.630,48","-1,59",0
28/08/13,"1.630,25","1.641,18","1.627,47","1.634,96","0,27",0
29/08/13,"1.633,50","1.646,41","1.630,88","1.638,17","0,20",0
30/08/13,"1.638,89","1.640,08","1.628,05","1.632,97","-0,32",0
03/09/13,"1.635,95","1.651,35","1.633,41","1.639,77","0,42",0
04/09/13,"1.640,72","1.655,72","1.637,41","1.653,08","0,81",0
05/09/13,"1.653,28","1.659,17","1.653,07","1.655,08","0,12",0
06/09/13,"1.657,44","1.664,83","1.640,62","1.655,17","0,01",0
09/09/13,"1.656,85","1.672,40","1.656,85","1.671,71","1,00",0
10/09/13,"1.674,32","1.684,09","1.674,32","1.683,99","0,73",0
11/09/13,"1.681,04","1.689,13","1.678,70","1.689,13","0,31",0
12/09/13,"1.689,21","1.689,97","1.681,96","1.683,42","-0,34",0
13/09/13,"1.685,04","1.688,73","1.682,22","1.687,99","0,27",0
16/09/13,"1.691,70","1.704,95","1.691,70","1.697,60","0,57",0
17/09/13,"1.697,73","1.705,52","1.697,73","1.704,76","0,42",0
18/09/13,"1.705,74","1.729,44","1.700,35","1.725,52","1,22",0
19/09/13,"1.727,34","1.729,86","1.720,20","1.722,34","-0,18",0
20/09/13,"1.722,44","1.725,23","1.708,89","1.709,91","-0,72",0
23/09/13,"1.711,44","1.711,44","1.697,10","1.701,84","-0,47",0
24/09/13,"1.702,60","1.707,63","1.694,90","1.697,42","-0,26",0
25/09/13,"1.698,02","1.701,71","1.691,88","1.692,77","-0,27",0
26/09/13,"1.694,05","1.703,85","1.693,11","1.698,67","0,35",0
27/09/13,"1.695,52","1.695,52","1.687,11","1.691,75","-0,41",0
30/09/13,"1.687,26","1.687,26","1.674,99","1.681,55","-0,60",0
01/10/13,"1.682,41","1.696,55","1.682,07","1.695,00","0,80",0
02/10/13,"1.691,90","1.693,87","1.680,34","1.693,87","-0,07",0
03/10/13,"1.692,35","1.692,35","1.670,36","1.678,66","-0,90",0
04/10/13,"1.678,79","1.691,94","1.677,33","1.690,50","0,71",0
07/10/13,"1.687,15","1.687,15","1.674,70","1.676,12","-0,85",0
08/10/13,"1.676,22","1.676,79","1.655,03","1.655,45","-1,23",0
09/10/13,"1.656,99","1.662,47","1.646,47","1.656,40","0,06",0
10/10/13,"1.660,88","1.692,56","1.660,88","1.692,56","2,18",0
11/10/13,"1.691,09","1.703,44","1.688,52","1.703,20","0,63",0
14/10/13,"1.699,86","1.711,03","1.692,13","1.710,14","0,41",0
15/10/13,"1.709,17","1.711,57","1.695,93","1.698,06","-0,71",0
16/10/13,"1.700,49","1.721,76","1.700,49","1.721,54","1,38",0
17/10/13,"1.720,17","1.733,45","1.714,12","1.733,15","0,67",0
18/10/13,"1.736,72","1.745,31","1.735,74","1.744,50","0,65",0
21/10/13,"1.745,20","1.747,79","1.740,67","1.744,66","0,01",0
22/10/13,"1.746,48","1.759,33","1.746,48","1.754,67","0,57",0
23/10/13,"1.752,27","1.752,27","1.740,50","1.746,38","-0,47",0
24/10/13,"1.747,48","1.753,94","1.745,50","1.752,07","0,33",0
25/10/13,"1.756,01","1.759,82","1.752,45","1.759,77","0,44",0
28/10/13,"1.759,42","1.764,99","1.757,67","1.762,11","0,13",0
29/10/13,"1.762,93","1.772,09","1.762,93","1.771,95","0,56",0
30/10/13,"1.772,27","1.775,22","1.757,24","1.763,31","-0,49",0
31/10/13,"1.763,24","1.768,53","1.755,72","1.756,54","-0,38",0
01/11/13,"1.758,70","1.765,67","1.752,70","1.761,64","0,29",0
04/11/13,"1.763,40","1.768,78","1.761,56","1.767,93","0,36",0
05/11/13,"1.765,67","1.767,03","1.755,76","1.762,97","-0,28",0
06/11/13,"1.765,00","1.773,74","1.764,40","1.770,49","0,43",0
07/11/13,"1.770,74","1.774,54","1.746,20","1.747,15","-1,32",0
08/11/13,"1.748,37","1.770,78","1.747,63","1.770,61","1,34",0
11/11/13,"1.769,96","1.773,44","1.767,85","1.771,89","0,07",0
12/11/13,"1.769,51","1.771,78","1.762,29","1.767,69","-0,24",0
13/11/13,"1.764,37","1.782,00","1.760,64","1.782,00","0,81",0
14/11/13,"1.782,75","1.791,53","1.780,22","1.790,62","0,48",0
15/11/13,"1.790,66","1.798,22","1.790,66","1.798,18","0,42",0
18/11/13,"1.798,82","1.802,33","1.788,00","1.791,53","-0,37",0
19/11/13,"1.790,79","1.795,51","1.784,72","1.787,87","-0,20",0
20/11/13,"1.789,59","1.795,73","1.777,23","1.781,37","-0,36",0
21/11/13,"1.783,52","1.797,16","1.783,52","1.795,85","0,81",0
22/11/13,"1.797,21","1.804,84","1.794,70","1.804,76","0,50",0
25/11/13,"1.806,33","1.808,10","1.800,58","1.802,48","-0,13",0
26/11/13,"1.802,87","1.808,42","1.800,77","1.802,75","0,01",0
27/11/13,"1.803,48","1.808,27","1.802,77","1.807,23","0,25",0
29/11/13,"1.808,69","1.813,55","1.803,98","1.805,81","-0,08",0
02/12/13,"1.806,55","1.810,02","1.798,60","1.800,90","-0,27",0
03/12/13,"1.800,10","1.800,10","1.787,85","1.795,15","-0,32",0
04/12/13,"1.793,15","1.799,80","1.779,09","1.792,81","-0,13",0
05/12/13,"1.792,82","1.792,82","1.783,38","1.785,03","-0,43",0
06/12/13,"1.788,36","1.806,04","1.788,36","1.805,09","1,12",0
09/12/13,"1.806,21","1.811,52","1.806,21","1.808,37","0,18",0
10/12/13,"1.807,60","1.808,52","1.801,75","1.802,62","-0,32",0
11/12/13,"1.802,76","1.802,97","1.780,09","1.782,22","-1,13",0
12/12/13,"1.781,71","1.782,99","1.772,28","1.775,50","-0,38",0
13/12/13,"1.777,98","1.780,92","1.772,45","1.775,32","-0,01",0
16/12/13,"1.777,48","1.792,22","1.777,48","1.786,54","0,63",0
17/12/13,"1.786,47","1.786,77","1.777,05","1.781,00","-0,31",0
18/12/13,"1.781,46","1.811,08","1.767,99","1.810,65","1,66",0
19/12/13,"1.809,00","1.810,88","1.801,35","1.809,60","-0,06",0
20/12/13,"1.810,39","1.823,75","1.810,25","1.818,32","0,48",0
23/12/13,"1.822,92","1.829,75","1.822,92","1.827,99","0,53",0
24/12/13,"1.828,02","1.833,32","1.828,02","1.833,32","0,29",0
26/12/13,"1.834,96","1.842,84","1.834,96","1.842,02","0,47",0
27/12/13,"1.842,97","1.844,89","1.839,81","1.841,40","-0,03",0
30/12/13,"1.841,47","1.842,47","1.838,77","1.841,07","-0,02",0
31/12/13,"1.842,61","1.849,44","1.842,41","1.848,36","0,40",0
02/01/14,"1.845,86","1.845,86","1.827,74","1.831,98","-0,89",0
03/01/14,"1.833,21","1.838,24","1.829,13","1.831,37","-0,03",0
06/01/14,"1.832,31","1.837,16","1.823,73","1.826,77","-0,25",0
07/01/14,"1.828,71","1.840,10","1.828,71","1.837,88","0,61",0
08/01/14,"1.837,90","1.840,02","1.831,40","1.837,49","-0,02",0
09/01/14,"1.839,00","1.843,23","1.830,38","1.838,13","0,03",0
10/01/14,"1.840,06","1.843,15","1.832,43","1.842,37","0,23",0
13/01/14,"1.841,26","1.843,45","1.815,52","1.819,20","-1,26",0
14/01/14,"1.821,36","1.839,26","1.821,36","1.838,88","1,08",0
15/01/14,"1.840,52","1.850,84","1.840,52","1.848,38","0,52",0
16/01/14,"1.847,99","1.847,99","1.840,30","1.845,89","-0,13",0
17/01/14,"1.844,23","1.846,04","1.835,23","1.838,70","-0,39",0
21/01/14,"1.841,05","1.849,31","1.832,38","1.843,80","0,28",0
22/01/14,"1.844,71","1.846,87","1.840,88","1.844,86","0,06",0
23/01/14,"1.842,29","1.842,29","1.820,06","1.828,46","-0,89",0
24/01/14,"1.826,96","1.826,96","1.790,29","1.790,29","-2,09",0
27/01/14,"1.791,03","1.795,98","1.772,88","1.781,56","-0,49",0
28/01/14,"1.783,00","1.793,87","1.779,49","1.792,50","0,61",0
29/01/14,"1.790,15","1.790,15","1.770,45","1.774,20","-1,02",0
30/01/14,"1.777,17","1.798,77","1.777,17","1.794,19","1,13",0
31/01/14,"1.790,88","1.793,88","1.772,26","1.782,59","-0,65",0
03/02/14,"1.782,68","1.784,83","1.739,66","1.741,89","-2,28",0
04/02/14,"1.743,82","1.758,73","1.743,82","1.755,20","0,76",0
05/02/14,"1.753,38","1.755,79","1.737,92","1.751,64","-0,20",0
06/02/14,"1.752,99","1.774,06","1.752,99","1.773,43","1,24",0
07/02/14,"1.776,01","1.798,03","1.776,01","1.797,02","1,33",0
10/02/14,"1.796,20","1.799,94","1.791,83","1.799,84","0,16",0
11/02/14,"1.800,45","1.823,54","1.800,41","1.819,75","1,11",0
12/02/14,"1.820,12","1.826,55","1.815,97","1.819,26","-0,03",0
13/02/14,"1.814,82","1.830,25","1.809,22","1.829,83","0,58",0
14/02/14,"1.828,46","1.841,65","1.825,59","1.838,63","0,48",0
18/02/14,"1.839,03","1.842,87","1.835,01","1.840,76","0,12",0
19/02/14,"1.838,90","1.847,50","1.826,99","1.828,75","-0,65",0
20/02/14,"1.829,24","1.842,79","1.824,58","1.839,78","0,60",0
21/02/14,"1.841,07","1.846,13","1.835,60","1.836,25","-0,19",0
24/02/14,"1.836,78","1.858,71","1.836,78","1.847,61","0,62",0
25/02/14,"1.847,66","1.852,91","1.840,19","1.845,12","-0,13",0
26/02/14,"1.845,79","1.852,65","1.840,66","1.845,16","0,00",0
27/02/14,"1.844,90","1.854,53","1.841,13","1.854,29","0,49",0
28/02/14,"1.855,12","1.867,92","1.847,67","1.859,45","0,28",0
03/03/14,"1.857,68","1.857,68","1.834,44","1.845,73","-0,74",0
04/03/14,"1.849,23","1.876,23","1.849,23","1.873,91","1,53",0
05/03/14,"1.874,05","1.876,53","1.871,11","1.873,81","-0,01",0
06/03/14,"1.874,18","1.881,94","1.874,18","1.877,03","0,17",0
07/03/14,"1.878,52","1.883,57","1.870,56","1.878,04","0,05",0
10/03/14,"1.877,86","1.877,87","1.867,04","1.877,17","-0,05",0
11/03/14,"1.878,26","1.882,35","1.863,88","1.867,63","-0,51",0
12/03/14,"1.866,15","1.868,38","1.854,38","1.868,20","0,03",0
13/03/14,"1.869,06","1.874,40","1.841,86","1.846,34","-1,17",0
14/03/14,"1.845,07","1.852,44","1.839,57","1.841,13","-0,28",0
17/03/14,"1.842,81","1.862,30","1.842,81","1.858,83","0,96",0
18/03/14,"1.858,92","1.873,76","1.858,92","1.872,25","0,72",0
19/03/14,"1.872,25","1.874,14","1.850,35","1.860,77","-0,61",0
20/03/14,"1.860,09","1.873,49","1.854,63","1.872,01","0,60",0
21/03/14,"1.874,53","1.883,97","1.863,46","1.866,52","-0,29",0
24/03/14,"1.867,67","1.873,34","1.849,69","1.857,44","-0,49",0
25/03/14,"1.859,48","1.871,87","1.855,96","1.865,62","0,44",0
26/03/14,"1.867,09","1.875,92","1.852,56","1.852,56","-0,70",0
27/03/14,"1.852,11","1.855,55","1.842,11","1.849,04","-0,19",0
28/03/14,"1.850,07","1.866,63","1.850,07","1.857,62","0,46",0
31/03/14,"1.859,16","1.875,18","1.859,16","1.872,34","0,79",0
01/04/14,"1.873,96","1.885,84","1.873,96","1.885,52","0,70",0
02/04/14,"1.886,61","1.893,17","1.883,79","1.890,90","0,29",0
03/04/14,"1.891,43","1.893,80","1.882,65","1.888,77","-0,11",0
04/04/14,"1.890,25","1.897,28","1.863,26","1.865,09","-1,25",0
07/04/14,"1.863,92","1.864,04","1.841,48","1.845,04","-1,08",0
08/04/14,"1.845,48","1.854,95","1.837,49","1.851,96","0,38",0
09/04/14,"1.852,64","1.872,43","1.852,38","1.872,18","1,09",0
10/04/14,"1.872,28","1.872,53","1.830,87","1.833,08","-2,09",0
11/04/14,"1.830,65","1.835,07","1.814,36","1.815,69","-0,95",0
14/04/14,"1.818,18","1.834,19","1.815,80","1.830,61","0,82",0
15/04/14,"1.831,45","1.844,02","1.816,29","1.842,98","0,68",0
16/04/14,"1.846,01","1.862,31","1.846,01","1.862,31","1,05",0
17/04/14,"1.861,73","1.869,63","1.856,72","1.864,85","0,14",0
21/04/14,"1.865,79","1.871,89","1.863,18","1.871,89","0,38",0
22/04/14,"1.872,57","1.884,89","1.872,57","1.879,55","0,41",0
23/04/14,"1.879,32","1.879,75","1.873,91","1.875,39","-0,22",0
24/04/14,"1.881,97","1.884,06","1.870,24","1.878,61","0,17",0
25/04/14,"1.877,72","1.877,72","1.859,70","1.863,40","-0,81",0
28/04/14,"1.865,00","1.877,01","1.850,61","1.869,43","0,32",0
29/04/14,"1.870,78","1.880,60","1.870,78","1.878,33","0,48",0
30/04/14,"1.877,10","1.885,20","1.872,69","1.883,95","0,30",0
01/05/14,"1.884,39","1.888,59","1.878,04","1.883,68","-0,01",0
02/05/14,"1.885,30","1.891,33","1.878,50","1.881,14","-0,13",0
05/05/14,"1.879,45","1.885,51","1.866,77","1.884,66","0,19",0
06/05/14,"1.883,69","1.883,69","1.867,72","1.867,72","-0,90",0
07/05/14,"1.868,53","1.878,83","1.859,79","1.878,21","0,56",0
08/05/14,"1.877,39","1.889,07","1.870,05","1.875,63","-0,14",0
09/05/14,"1.875,27","1.878,57","1.867,02","1.878,48","0,15",0
12/05/14,"1.880,03","1.897,13","1.880,03","1.896,65","0,97",0
13/05/14,"1.896,75","1.902,17","1.896,06","1.897,45","0,04",0
14/05/14,"1.897,13","1.897,13","1.885,77","1.888,53","-0,47",0
15/05/14,"1.888,16","1.888,16","1.862,36","1.870,85","-0,94",0
16/05/14,"1.871,19","1.878,28","1.864,82","1.877,86","0,37",0
19/05/14,"1.876,66","1.886,00","1.872,42","1.885,08","0,38",0
20/05/14,"1.884,88","1.884,88","1.868,14","1.872,83","-0,65",0
21/05/14,"1.873,34","1.888,80","1.873,34","1.888,03","0,81",0
22/05/14,"1.888,19","1.896,33","1.885,39","1.892,49","0,24",0
23/05/14,"1.893,32","1.901,26","1.893,32","1.900,53","0,42",0
27/05/14,"1.902,01","1.912,28","1.902,01","1.911,91","0,60",0
28/05/14,"1.911,77","1.914,46","1.907,30","1.909,78","-0,11",0
29/05/14,"1.910,60","1.920,03","1.909,82","1.920,03","0,54",0
30/05/14,"1.920,33","1.924,03","1.916,64","1.923,57","0,18",0
02/06/14,"1.923,87","1.925,88","1.915,98","1.924,97","0,07",0
03/06/14,"1.923,07","1.925,07","1.918,79","1.924,24","-0,04",0
04/06/14,"1.923,06","1.928,63","1.918,60","1.927,88","0,19",0
05/06/14,"1.928,52","1.941,74","1.922,93","1.940,46","0,65",0
06/06/14,"1.942,41","1.949,44","1.942,41","1.949,44","0,46",0
09/06/14,"1.948,97","1.955,55","1.947,16","1.951,27","0,09",0
10/06/14,"1.950,34","1.950,86","1.944,64","1.950,79","-0,02",0
11/06/14,"1.949,37","1.949,37","1.940,08","1.943,89","-0,35",0
12/06/14,"1.943,35","1.943,35","1.925,78","1.930,11","-0,71",0
13/06/14,"1.930,80","1.937,30","1.927,69","1.936,16","0,31",0
16/06/14,"1.934,84","1.941,15","1.930,91","1.937,78","0,08",0
17/06/14,"1.937,15","1.943,69","1.933,55","1.941,99","0,22",0
18/06/14,"1.942,73","1.957,74","1.939,29","1.956,98","0,77",0
19/06/14,"1.957,50","1.959,87","1.952,26","1.959,48","0,13",0
20/06/14,"1.960,45","1.963,91","1.959,17","1.962,87","0,17",0
23/06/14,"1.962,92","1.963,74","1.958,89","1.962,61","-0,01",0
24/06/14,"1.961,97","1.968,17","1.948,34","1.949,98","-0,64",0
25/06/14,"1.949,27","1.960,83","1.947,49","1.959,53","0,49",0
26/06/14,"1.959,89","1.959,89","1.944,69","1.957,22","-0,12",0
27/06/14,"1.956,56","1.961,47","1.952,18","1.960,96","0,19",0
30/06/14,"1.960,79","1.964,24","1.958,22","1.960,23","-0,04",0
01/07/14,"1.962,29","1.978,58","1.962,29","1.973,32","0,67",0
02/07/14,"1.973,06","1.976,67","1.972,58","1.974,62","0,07",0
03/07/14,"1.975,88","1.985,59","1.975,88","1.985,44","0,55",0
07/07/14,"1.984,22","1.984,22","1.974,88","1.977,65","-0,39",0
08/07/14,"1.976,39","1.976,39","1.959,46","1.963,71","-0,70",0
09/07/14,"1.965,10","1.974,15","1.965,10","1.972,83","0,46",0
10/07/14,"1.966,67","1.969,84","1.952,86","1.964,68","-0,41",0
11/07/14,"1.965,76","1.968,67","1.959,63","1.967,57","0,15",0
14/07/14,"1.969,86","1.979,85","1.969,86","1.977,10","0,48",0
15/07/14,"1.977,36","1.982,52","1.965,34","1.973,28","-0,19",0
16/07/14,"1.976,35","1.983,94","1.975,67","1.981,57","0,42",0
17/07/14,"1.979,75","1.981,80","1.955,59","1.958,12","-1,18",0
18/07/14,"1.961,54","1.979,91","1.960,82","1.978,22","1,03",0
21/07/14,"1.976,93","1.976,93","1.965,77","1.973,63","-0,23",0
22/07/14,"1.975,65","1.986,24","1.975,65","1.983,53","0,50",0
23/07/14,"1.985,32","1.989,23","1.982,44","1.987,01","0,18",0
24/07/14,"1.988,07","1.991,39","1.985,79","1.987,98","0,05",0
25/07/14,"1.984,60","1.984,60","1.974,37","1.978,34","-0,48",0
28/07/14,"1.978,25","1.981,52","1.967,31","1.978,91","0,03",0
29/07/14,"1.980,03","1.984,85","1.969,95","1.969,95","-0,45",0
